file_name;has_retry_gpt;has_sleep_gpt;has_cap_gpt;method_names_gpt;has_compare_or_poll_gpt
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/blocks/SimpleBlocksIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/NoMasterNodeIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/ClusterStateDiffIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/UpdateSettingsValidationIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/ClusterInfoServiceIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/SpecificMasterNodesIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/SimpleClusterStateIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/MinimumMasterNodesIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/ClusterHealthIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/SimpleDataNodesIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/settings/SettingsFilteringIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/settings/ClusterSettingsIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/shards/ClusterShardLimitIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/shards/ClusterSearchShardsIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/coordination/RemoveSettingsCommandIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/coordination/ZenDiscoveryIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/coordination/RemoveCustomsCommandIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/coordination/UnsafeBootstrapAndDetachCommandIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/coordination/VotingConfigurationIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/coordination/RareClusterStateIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/routing/PrimaryAllocationIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/routing/DelayedAllocationIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/routing/AllocationIdIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/routing/allocation/ShardStateIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/routing/allocation/decider/UpdateShardAllocationSettingsIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/routing/allocation/decider/DiskThresholdDeciderIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/routing/allocation/decider/MockDiskUsagesIT.java;Yes;No;No;assertBusy;No
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/node/DiscoveryNodeRoleIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/service/ClusterServiceIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/metadata/TemplateUpgradeServiceIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/allocation/SimpleAllocationIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/allocation/ClusterRerouteIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/allocation/AwarenessAllocationIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/cluster/allocation/FilteringAllocationIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/operateAllIndices/DestructiveOperationsIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/validate/SimpleValidateQueryIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/DateMathIndexExpressionsIntegrationIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/SystemIndexManagerIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/IndicesOptionsIntegrationIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/IndicesRequestCacheIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/IndicesLifecycleListenerIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/TestSystemIndexPlugin.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/IndexingMemoryControllerIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/TestSystemIndexDescriptor.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/mapping/ConcurrentDynamicTemplateIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/mapping/MalformedDynamicTemplateIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/mapping/DedicatedMasterGetFieldMappingIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/mapping/UpdateMappingIntegrationIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/mapping/SimpleGetFieldMappingsIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/mapping/SimpleGetMappingsIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/settings/UpdateSettingsIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/settings/GetSettingsBlocksIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/settings/UpdateNumberOfReplicasIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/settings/InternalSettingsIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/settings/PrivateSettingsIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/analysis/PreBuiltAnalyzerIntegrationIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/memory/breaker/CircuitBreakerNoopIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/memory/breaker/RandomExceptionCircuitBreakerIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/memory/breaker/CircuitBreakerServiceIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/flush/FlushIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/recovery/DanglingIndicesIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/recovery/IndexRecoveryIT.java;TOO_LONG;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/recovery/ReplicaToPrimaryPromotionIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/recovery/IndexPrimaryRelocationIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/template/SimpleIndexTemplateIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/template/ComposableTemplateIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/template/IndexTemplateBlocksIT.java;No.;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/state/CloseIndexIT.java;No.;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/state/CloseWhileRelocatingShardsIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/state/ReopenWhileClosingIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/state/SimpleIndexStateIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/state/CloseIndexDisableCloseAllIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/state/OpenCloseIndexIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/analyze/AnalyzeActionIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/stats/IndexStatsIT.java;TOO_LONG;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/indices/store/IndicesStoreIntegrationIT.java;No;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/nodesinfo/SimpleNodesInfoIT.java;No.;N/A;N/A;N/A;N/A
../repos/elasticsearch_7556157/server/src/internalClusterTest/java/org/elasticsearch/explain/ExplainActionIT.java;No;N/A;N/A;N/A;N/A
