file_name;has_retry_gpt;has_sleep_gpt;has_cap_gpt;method_names
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-native-client/src/main/native/fuse-dfs/test/TestFuseDFS.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/wsrs/LongParam.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/wsrs/EnumParam.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/wsrs/ExceptionProvider.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/wsrs/BooleanParam.java;No.;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/wsrs/JSONProvider.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/wsrs/ByteParam.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/wsrs/StringParam.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/wsrs/EnumSetParam.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/wsrs/Param.java;No.;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/wsrs/ParametersProvider.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/wsrs/InputStreamEntity.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/wsrs/Parameters.java;No.;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/wsrs/ShortParam.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/wsrs/JSONMapProvider.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/wsrs/IntegerParam.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/servlet/MDCFilter.java;No.;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/servlet/FileSystemReleaseFilter.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/servlet/HostnameFilter.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/servlet/ServerWebApp.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/util/Check.java;No.;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/util/ConfigurationUtils.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/server/ServiceException.java;No.;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/server/Service.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/server/BaseService.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/server/Server.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/server/ServerException.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/lang/RunnableCallable.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/lang/XException.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/service/FileSystemAccess.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/service/Groups.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/service/Scheduler.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/service/Instrumentation.java;No.;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/service/FileSystemAccessException.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/service/security/GroupsService.java;No.;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/service/scheduler/SchedulerService.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/service/instrumentation/InstrumentationService.java;No;N/A;N/A;N/A
../repos/hadoop_ee7d178/hadoop-hdfs-project/hadoop-hdfs-httpfs/src/main/java/org/apache/hadoop/lib/service/hadoop/FileSystemAccessService.java;No;N/A;N/A;N/A
